record_id,label,t_start,signal_std,signal_iqr,derivative_mad,hf_noise_ratio,baseline_ratio,clipping_fraction,n_peaks,median_prominence,prominence_iqr,template_corr,detector_count_agreement,beat_f1
mimic_perform_af_001,AF,120.0,0.12201700606889812,0.20112414467253176,0.002932551319649035,0.0003397050249350283,0.022093341911070867,0.0013333333333333333,46,2.947135104890342,0.9109994828273127,0.9923335324934817,0.9782608695652174,0.9565217391304348
mimic_perform_af_001,AF,130.0,0.11920263440878777,0.194525904203324,0.0029325513196480912,0.0003816492958093889,0.05944673602609622,0.0018666666666666666,45,2.8409335271356797,1.068822349544225,0.9926971688488274,1.0,0.9347826086956522
mimic_perform_af_001,AF,140.0,0.12054607922322666,0.192570869990224,0.0029325513196489794,0.00034154261914292683,0.06164261343270893,0.0018666666666666666,45,2.773339118346761,1.3637386497481994,0.99395708964555,0.9777777777777777,0.8387096774193549
mimic_perform_af_001,AF,150.0,0.12221706885507154,0.19354838709677497,0.0029325513196489794,0.0003273158813180655,0.06965681459868463,0.0021333333333333334,46,2.667743390907835,1.3425645520728522,0.9944676719030002,0.9565217391304348,0.8043478260869565
mimic_perform_af_001,AF,160.0,0.12855075421670134,0.19819159335288378,0.002932551319649007,0.00067435659726806,0.07455153719627106,0.0024,47,2.7181068130528354,1.4171835327584454,0.9924729042095871,0.9361702127659575,0.7659574468085105
mimic_perform_af_001,AF,170.0,0.12257902785374777,0.17399804496578702,0.00293255131964798,0.000963174655191665,0.12761727760943872,0.0029333333333333334,48,2.7940227698170634,1.569018597431328,0.9871948577423927,0.9166666666666666,0.8297872340425533
mimic_perform_af_001,AF,180.0,0.10907459231988106,0.149560117302053,0.00293255131964798,0.0013414747940297333,0.1428691456208226,0.0029333333333333334,47,2.7290311809329153,1.424569990639621,0.9844298675680756,0.9574468085106383,0.8421052631578947
mimic_perform_af_001,AF,190.0,0.09008425560912325,0.12512218963831895,0.00293255131964798,0.0007130060745697223,0.1148126331917943,0.0024,46,2.7973391717085923,1.6942419516315892,0.9769985968739244,0.9782608695652174,0.8602150537634409
mimic_perform_af_001,AF,200.0,0.08206012887573731,0.11730205278592404,0.0029325513196480357,0.0005372017947113661,0.04572229333795052,0.0016,44,2.4426349024039014,2.0836275233029307,0.970115733584545,0.9772727272727273,0.8314606741573033
mimic_perform_af_001,AF,210.0,0.0846345593204872,0.11730205278592404,0.0029325513196480357,0.000674417470047774,0.07129798717440894,0.0021333333333333334,45,2.163238819695753,2.2401699460283195,0.9620408491210909,0.9555555555555556,0.7640449438202247
mimic_perform_af_001,AF,220.0,0.0955155705320987,0.13098729227761502,0.003910068426196067,0.00055336429040582,0.05570481972895153,0.0013333333333333333,44,1.6261329153920223,2.5219208056316105,0.9356962226829814,0.9545454545454546,0.6741573033707865
mimic_perform_af_001,AF,230.0,0.11423505564743433,0.13685239491691104,0.003910068426195956,0.0009057535805700187,0.2085901267781576,0.004,46,1.4206328949515643,2.3835564708807704,0.935700385086857,0.9782608695652174,0.6526315789473683
mimic_perform_af_001,AF,240.0,0.11461399337498632,0.13978494623655907,0.003910068426197955,0.0008584399712976832,0.18726569353177977,0.004,49,1.467913136215908,2.231392687146234,0.9297749807378839,0.9183673469387755,0.6938775510204082
mimic_perform_af_001,AF,250.0,0.10357523429921306,0.121212121212121,0.003910068426196955,0.0009684286928423752,0.1821738132936219,0.0032,50,1.9571253037070413,1.8214249606567268,0.9723325658975607,0.92,0.74
mimic_perform_af_001,AF,260.0,0.0942162591254507,0.13489736070381203,0.003910068426196955,0.00047252577133311555,0.03340684395658638,0.0010666666666666667,51,2.182663891784614,1.8980255417617151,0.9870292040287627,0.8823529411764706,0.7722772277227723
mimic_perform_af_001,AF,270.0,0.09192187681913594,0.13758553274682284,0.0029325513196480357,0.0004369927033254156,0.04737691691332809,0.0016,50,2.6486033250108587,1.6206965686807246,0.9905346554292944,0.92,0.8039215686274509
mimic_perform_af_001,AF,280.0,0.10027228547975454,0.15444770283480003,0.0029325513196480357,0.0003860542451333765,0.032897035442917506,0.0016,50,2.842663417096742,1.2255879477670275,0.9916926290411624,0.9,0.88
mimic_perform_af_001,AF,290.0,0.10706061625342747,0.16324535679374397,0.002932551319649035,0.00035496505041320524,0.03850422234308668,0.004266666666666667,48,2.7469384178251675,0.9730717170932239,0.994043795711474,0.9583333333333334,0.875
mimic_perform_af_001,AF,300.0,0.11460603471717425,0.1786412512218965,0.0029325513196489794,0.00034955583681601685,0.03735129397914799,0.004266666666666667,46,2.75397771845049,1.1252005991711966,0.9947999066263518,1.0,0.8695652173913043
mimic_perform_af_001,AF,310.0,0.11594266771854293,0.18279569892473096,0.0029325513196480357,0.00036334239735403065,0.03996754928998085,0.004533333333333334,46,2.7743064921765113,1.15195221605545,0.9952070947668743,1.0,0.8478260869565218
mimic_perform_af_001,AF,320.0,0.11062833590252108,0.17375366568914974,0.00293255131964798,0.0003445621044748895,0.03453972889579199,0.0018666666666666666,45,2.7459084704202903,1.1714964466585887,0.9925230438233458,0.9777777777777777,0.8478260869565218
mimic_perform_af_001,AF,330.0,0.10745190797100532,0.168132942326491,0.0029325513196470365,0.0003230888471547595,0.03886090475688029,0.0021333333333333334,46,2.6090851070673913,0.9813404111625759,0.9931253241291477,1.0,0.8478260869565218
mimic_perform_af_001,AF,340.0,0.11068549773294277,0.17473118279569877,0.0029325513196470365,0.00030616855473850784,0.029690534331582953,0.0021333333333333334,45,2.833542852644483,1.1838012119827592,0.9966763050091786,0.9555555555555556,0.8222222222222222
mimic_perform_af_001,AF,350.0,0.11209747258414886,0.181818181818182,0.00293255131964798,0.00027830655404591757,0.012170349240600975,0.0018666666666666666,46,2.892732210798767,1.2025918813015504,0.9977280231467665,0.9782608695652174,0.8695652173913043
mimic_perform_af_001,AF,360.0,0.11498684859467377,0.19061583577712699,0.002932551319646981,0.0002838916878985477,0.012356388111334474,0.0018666666666666666,45,2.9148833597715207,0.8588971159376353,0.9980706018509509,1.0,0.8000000000000002
mimic_perform_af_001,AF,370.0,0.11343976515782814,0.17497556207233694,0.0029325513196480357,0.00026856259845820733,0.030192081880626748,0.0021333333333333334,46,2.9058841381306886,1.056703740349211,0.9971478303052488,0.9782608695652174,0.8043478260869565
mimic_perform_af_001,AF,380.0,0.11536291381617686,0.173020527859237,0.00293255131964798,0.0003031710688304881,0.04350633781908615,0.0021333333333333334,44,2.86568578255324,1.0768270512541034,0.9972745610674169,0.9545454545454546,0.7472527472527473
mimic_perform_af_001,AF,390.0,0.1175370941512034,0.16715542521994198,0.0029325513196480357,0.0003163441491128927,0.05130300930322942,0.0016,47,2.795115378667106,1.4729207493961765,0.9962868805293768,0.9148936170212766,0.8421052631578947
mimic_perform_af_001,AF,400.0,0.11557653689700036,0.17595307917888597,0.0029325513196480357,0.0003350481353217683,0.03232794602139049,0.0021333333333333334,47,2.695877749680168,1.2158555862510316,0.9952263305231648,0.9148936170212766,0.8510638297872339
mimic_perform_af_001,AF,410.0,0.11553170813071009,0.17888563049853395,0.0029325513196489794,0.0003929014111088558,0.022124118573294594,0.0016,47,2.7501592924453653,1.1769910211147838,0.9948857861254693,0.9574468085106383,0.8602150537634409
mimic_perform_af_001,AF,420.0,0.1125149070948169,0.17790811339198498,0.00293255131964798,0.00037919640529526213,0.03164967398000699,0.0021333333333333334,46,2.9369120425511777,1.0920074551364487,0.9972980566670899,0.9782608695652174,0.8571428571428571
mimic_perform_af_001,AF,430.0,0.1161173055217312,0.1854838709677425,0.00293255131964798,0.00034328224017375115,0.026214434010799384,0.0018666666666666666,46,2.9497658529084525,0.8790485504013934,0.9972264875501236,0.9782608695652174,0.8913043478260869
mimic_perform_af_001,AF,440.0,0.11454509787749052,0.17766373411534753,0.002932551319647092,0.0004535231673435644,0.0455874529736617,0.0024,46,2.966965041363123,0.999392817855909,0.9966550588883142,1.0,0.8695652173913043
mimic_perform_af_001,AF,450.0,0.11117707443903511,0.17302052785923805,0.00293255131964798,0.00045904288818268197,0.04295261222239541,0.0021333333333333334,47,2.904242745368751,0.7899361104818237,0.9965965802875777,0.9574468085106383,0.8723404255319149
mimic_perform_af_001,AF,460.0,0.10310957194791662,0.16129032258064502,0.0019550342130990606,0.0004566481925451018,0.03791442815805908,0.0024,47,2.875981101357686,0.9223143087770906,0.9963222323467241,0.9787234042553191,0.8602150537634409
mimic_perform_af_001,AF,470.0,0.10376401791562352,0.16715542521994198,0.00293255131964798,0.00034505745876047163,0.032518802005378815,0.0016,49,2.781895879953132,0.93854973836158,0.9952585572460559,0.9387755102040817,0.9072164948453608
mimic_perform_af_001,AF,480.0,0.10935596612700654,0.17204301075268807,0.00293255131964798,0.000469096136959995,0.03643958144297484,0.0016,48,2.97342554119294,0.9513202275942709,0.9952554961870428,0.9791666666666666,0.8842105263157894
mimic_perform_af_001,AF,490.0,0.11116332243922668,0.17399804496578697,0.002932551319647092,0.000435761354436981,0.029614077575133457,0.0016,48,3.0059310815624056,0.9584670886356408,0.9962871305400404,0.9791666666666666,0.8541666666666666
mimic_perform_af_001,AF,500.0,0.10793820743985402,0.16422287390029294,0.0019550342130990606,0.00042619565974875685,0.015796497247768344,0.0018666666666666666,46,2.8721282149694893,0.9516865955736384,0.9963695688951031,1.0,0.8478260869565218
mimic_perform_af_001,AF,510.0,0.10568963242152449,0.16129032258064602,0.0019550342131000042,0.00040700572413710786,0.023050394974140707,0.0018666666666666666,46,2.6636364167212268,1.20090565974904,0.9957978163805499,1.0,0.8510638297872339
mimic_perform_af_001,AF,520.0,0.10703436057838557,0.16520039100684297,0.0019550342131000042,0.00039300267348100934,0.02085268446245901,0.0018666666666666666,46,2.7293150916434215,1.2108442384063096,0.9942711418745314,0.9782608695652174,0.7912087912087912
mimic_perform_af_001,AF,530.0,0.1029430118507903,0.16911045943303998,0.0019550342130999487,0.0002835128134203475,0.018344421661219426,0.0029333333333333334,45,2.9183049646970534,0.8796628804125941,0.9949585901157264,1.0,0.7777777777777778
mimic_perform_af_001,AF,540.0,0.10590552594837609,0.17668621700879777,0.0019550342130999487,0.0002682151458640033,0.021401238806109328,0.0018666666666666666,44,2.857684051521238,0.7515122466136557,0.994510750187743,0.9772727272727273,0.75
mimic_perform_af_001,AF,550.0,0.11068013408448937,0.18084066471163296,0.0019550342131000598,0.0004436308939672052,0.039625760430648825,0.0016,44,2.8481354918118886,0.789539430163217,0.9944960913529478,1.0,0.8
mimic_perform_af_001,AF,560.0,0.11004496337290144,0.17497556207233705,0.0029325513196470365,0.0004740147578992597,0.039707599063515515,0.0016,45,2.9061108148479655,0.8695875954248828,0.9934004336489298,0.9777777777777777,0.7692307692307693
mimic_perform_af_001,AF,570.0,0.10409198543118307,0.16422287390029405,0.0019550342130990606,0.00044551666717637905,0.03633578827906703,0.0024,46,2.908833397679965,1.1379141326328002,0.9963600218030466,0.9782608695652174,0.8172043010752688
mimic_perform_af_001,AF,580.0,0.09991094532585688,0.1630009775171068,0.001955034213099005,0.0003019157372819374,0.025515607598792893,0.0016,45,2.969148977875461,0.8873335914355649,0.9969218381326967,0.9777777777777777,0.8043478260869565
mimic_perform_af_001,AF,590.0,0.1032705424302081,0.1688660801564028,0.0019550342130990606,0.0003144450378895092,0.024701597744029222,0.0018666666666666666,46,2.9339903207565547,0.7958064254098369,0.9968215128572424,0.9782608695652174,0.8695652173913043
mimic_perform_af_001,AF,600.0,0.1073777291907882,0.17204301075268807,0.0019550342130990606,0.00027255977661514493,0.044453365773319126,0.0026666666666666666,45,2.975675598677068,0.8692742984949051,0.9968385452598019,0.9777777777777777,0.8000000000000002
mimic_perform_af_001,AF,610.0,0.10881713192536775,0.16520039100684303,0.002932551319646981,0.00047529930109298544,0.07719369932782874,0.0021333333333333334,45,2.7828650263422894,1.2790573770429337,0.9954717418784716,0.9777777777777777,0.8222222222222222
mimic_perform_af_001,AF,620.0,0.10317590142006426,0.15444770283479997,0.0019550342130990606,0.0007480835461710118,0.09880974906843962,0.0010666666666666667,45,2.958637484100535,0.922230347075935,0.9953355207786441,1.0,0.8222222222222222
mimic_perform_af_001,AF,630.0,0.09538261705907888,0.13880742913000993,0.001955034213099005,0.0009527849720669732,0.0851263439359509,0.0010666666666666667,45,2.9280590857230537,0.8839694517592083,0.9949630804484864,0.9555555555555556,0.8444444444444444
mimic_perform_af_001,AF,640.0,0.08970033353359923,0.12414467253177003,0.0019550342130990606,0.001078516438337565,0.10202012920644586,0.0021333333333333334,45,2.893885680394154,1.0286259225737808,0.9936222921461899,0.9555555555555556,0.8222222222222222
mimic_perform_af_001,AF,650.0,0.08272511010533966,0.11241446725317705,0.001955034213099005,0.0010399170564913008,0.1064160795686736,0.0021333333333333334,46,2.751627666434229,1.215809149440457,0.9914727864575057,0.9565217391304348,0.8260869565217391
mimic_perform_af_001,AF,660.0,0.08782817786321448,0.12609970674486803,0.0019550342130989495,0.0010618669050639622,0.11445066490026601,0.0026666666666666666,45,2.902353271450195,1.1218074255989814,0.9926073265779226,1.0,0.8000000000000002
mimic_perform_af_001,AF,670.0,0.08766269752794908,0.13196480938416405,0.001955034213099005,0.0009019035067924994,0.12262870061847361,0.0024,47,2.8541281158729035,1.1635081190135481,0.9948128773828333,1.0,0.8297872340425532
mimic_perform_af_001,AF,680.0,0.08915163654524787,0.1278103616813298,0.001955034213099005,0.0008519543749693948,0.12197388777157622,0.0024,45,2.9045022068224315,1.3342584735391654,0.9924227099851122,1.0,0.7692307692307693
mimic_perform_af_001,AF,690.0,0.07605068906147645,0.10948191593352902,0.0019550342130989495,0.0005594209978008623,0.0797928777049519,0.0024,46,2.7607352825375933,0.7675960329318365,0.99418256599461,0.9782608695652174,0.8387096774193549
mimic_perform_af_001,AF,700.0,0.07308631855007998,0.11045943304007905,0.0019550342130989495,0.00047515509004926275,0.03657875874490944,0.0008,45,2.944352565579778,0.8374009820115926,0.9952150975445034,1.0,0.8791208791208792
mimic_perform_af_001,AF,710.0,0.0785082502216919,0.12316715542522005,0.0019550342130980614,0.0005122753109426773,0.03651167068743876,0.0021333333333333334,45,2.8416022160175523,0.7787276686343172,0.995502902927784,0.9777777777777777,0.8791208791208792
mimic_perform_af_001,AF,720.0,0.08214551626408374,0.13098729227761502,0.0019550342130989495,0.0005102450926829517,0.04596302840891727,0.005066666666666666,44,2.955977665651334,0.7829105931625375,0.9954984989155309,1.0,0.8131868131868133
mimic_perform_af_001,AF,730.0,0.08181258961154123,0.12903225806451596,0.0019550342130989495,0.0005055709421382639,0.047648680576072945,0.005066666666666666,44,2.964623850728018,0.8885870316283557,0.9930739203818669,1.0,0.7555555555555555
mimic_perform_af_001,AF,740.0,0.07852146609280858,0.12414467253176903,0.0019550342130989495,0.00047354851148284405,0.04696476140854042,0.004533333333333334,45,2.834212533272336,0.8434346126832013,0.9918516302343156,0.9777777777777777,0.7826086956521738
mimic_perform_af_001,AF,750.0,0.08118950574028173,0.12609970674486803,0.0019550342130989495,0.0005788318441603688,0.05911938556689501,0.0029333333333333334,46,2.986412846028931,0.8495207231406878,0.9923522406138485,1.0,0.8510638297872339
mimic_perform_af_001,AF,760.0,0.08261269825163348,0.12512218963831895,0.0019550342130989495,0.0005330585677563805,0.04811359570525924,0.0048,46,2.923259025734718,0.911095818165494,0.9925011143656013,0.9782608695652174,0.8043478260869565
mimic_perform_af_001,AF,770.0,0.07875019720708705,0.11534701857282503,0.001955034213099005,0.0006532626539148834,0.05834793057670053,0.0048,47,2.9238236285949304,1.270367618039907,0.992183512260441,0.9787234042553191,0.782608695652174
mimic_perform_af_001,AF,780.0,0.07083310460412356,0.10532746823069378,0.001955034213098006,0.000596641165867362,0.057280550651769686,0.004,46,2.8760885726792207,1.0582556782816073,0.9911052167232632,0.9565217391304348,0.711111111111111
mimic_perform_af_001,AF,790.0,0.06297862863730659,0.09775171065493604,0.001955034213098006,0.000610050059191481,0.051750282468094634,0.0013333333333333333,48,2.9757969017835757,1.0479874028720362,0.994633245297973,0.9583333333333334,0.8297872340425533
mimic_perform_af_001,AF,800.0,0.06736705724192717,0.103616813294232,0.0009775171065500299,0.0004291381688878184,0.019785287708847382,0.0016,46,2.9469893482968423,0.9404412934492496,0.9939613420815081,0.9782608695652174,0.8571428571428571
mimic_perform_af_001,AF,810.0,0.07819384919861308,0.11827956989247301,0.001955034213098006,0.0008058561366481278,0.06773551336241385,0.0021333333333333334,47,2.913706303727145,0.9156503010463402,0.9951304402372025,0.9787234042553191,0.8817204301075269
mimic_perform_af_001,AF,820.0,0.08302577906376471,0.12707722385141695,0.0019550342130989495,0.0007568831908945885,0.06826311026080462,0.0029333333333333334,45,2.792624254436153,0.9516413879809766,0.9962388027226392,1.0,0.8888888888888888
mimic_perform_af_001,AF,830.0,0.0840618899048498,0.12683284457477978,0.0019550342130989495,0.000732454296087599,0.08432757243223304,0.0029333333333333334,45,2.89860515900524,0.8287973855150899,0.996517490668309,0.9777777777777777,0.8222222222222222
mimic_perform_af_001,AF,840.0,0.07920397951071824,0.11925708699902304,0.001955034213098006,0.0005686155652369402,0.0540132977224764,0.0026666666666666666,44,2.833491973403416,1.0151883670662705,0.9952801759164158,1.0,0.75
mimic_perform_af_001,AF,850.0,0.08148781645013639,0.11925708699902293,0.001955034213099005,0.0006388972282629651,0.07062491029332411,0.0026666666666666666,44,2.8543212183299254,0.998469414471947,0.9951245200419367,0.9772727272727273,0.6818181818181818
mimic_perform_af_001,AF,860.0,0.07918791784796626,0.11803519061583545,0.001955034213099005,0.000617176435745402,0.063024024830847,0.0024,44,2.8127460358995,0.9203312363269744,0.9936870662542766,0.9772727272727273,0.7727272727272727
mimic_perform_af_001,AF,870.0,0.07602156400628726,0.10948191593352902,0.001955034213099005,0.0006253887097804831,0.06776300233890492,0.0024,44,2.82949596701324,1.0147332677908167,0.992146680337481,0.9772727272727273,0.8444444444444444
mimic_perform_af_001,AF,880.0,0.06895324710814134,0.10239491691104652,0.001955034213098006,0.0006174927077307335,0.06180677806298134,0.0021333333333333334,43,2.8136935924524824,0.9402849791167185,0.9937632396393447,1.0,0.8372093023255814
mimic_perform_af_001,AF,890.0,0.07133171278854705,0.10337243401759477,0.001955034213098006,0.0007965895975447655,0.08967944567728789,0.0016,44,2.740529736891137,1.026335382361136,0.9891051987840349,0.9772727272727273,0.8636363636363636
mimic_perform_af_001,AF,900.0,0.07180768444579126,0.10532746823069455,0.001955034213099005,0.0009994804414457342,0.09907708000122621,0.0024,44,2.913705239731067,0.8395460243779049,0.9915199131529899,1.0,0.853932584269663
mimic_perform_af_001,AF,910.0,0.07263627107034021,0.10068426197458497,0.001955034213099005,0.0010075551517568537,0.10973673828789499,0.0018666666666666666,46,2.8272790971814663,1.1712358207139428,0.9899384185550972,0.9782608695652174,0.924731182795699
mimic_perform_af_001,AF,920.0,0.06867211520266525,0.10043988269794746,0.001955034213099005,0.0006382352616087193,0.07298784118825956,0.0018666666666666666,47,2.794693413283684,1.2862525919012875,0.9873857109078148,0.9787234042553191,0.8421052631578947
mimic_perform_af_001,AF,930.0,0.06829802011021192,0.09677419354838701,0.001955034213098117,0.0006698030400019277,0.06916829970008549,0.0018666666666666666,45,2.707304457301168,1.1398340868158994,0.9885319826497995,1.0,0.7777777777777778
mimic_perform_af_001,AF,940.0,0.06622449600904098,0.1033724340175955,0.001955034213098006,0.0005466189832807374,0.04870649716712094,0.0034666666666666665,45,2.802612829300337,0.9993227690658499,0.993468782162686,0.9777777777777777,0.7111111111111111
mimic_perform_af_001,AF,950.0,0.06854475540518888,0.10850439882697999,0.0019550342130979503,0.0004739319371202731,0.05028977749840929,0.0021333333333333334,44,2.8357426644854926,0.8386637685529159,0.9940667867031986,1.0,0.7954545454545455
mimic_perform_af_001,AF,960.0,0.07703458114542958,0.11730205278592298,0.001955034213098006,0.00034982409732120377,0.056053497833630485,0.004,44,2.737339084341873,0.9630442782605861,0.9944947260600082,0.9772727272727273,0.8351648351648352
mimic_perform_af_001,AF,970.0,0.08564761809157795,0.12512218963831795,0.0019550342130990606,0.00042654671510046103,0.07040722157078184,0.005066666666666666,46,2.586319249580495,1.5087172592914304,0.9880798285056116,0.9565217391304348,0.9010989010989012
mimic_perform_af_001,AF,980.0,0.08507910241372972,0.12316715542521994,0.0019550342130990606,0.0005870439761498411,0.09720525839259073,0.004266666666666667,48,2.388804431271695,1.6111890669360993,0.9881622405908908,0.9375,0.8631578947368421
mimic_perform_af_001,AF,990.0,0.07976322052119611,0.11901270772238476,0.0019550342130989495,0.0006927423138142174,0.0995784414844808,0.0010666666666666667,47,2.6219279736468395,1.287048804682426,0.9857806655268718,0.9574468085106383,0.8260869565217391
mimic_perform_af_001,AF,1000.0,0.07251935859852704,0.11632453567937506,0.0019550342130979503,0.00040135269618328295,0.04078014923867783,0.0016,46,2.8640581882984417,1.0542240602176944,0.9938884760527515,0.9782608695652174,0.7608695652173914
mimic_perform_af_001,AF,1010.0,0.07911476676304738,0.12390029325513174,0.0019550342130980614,0.0003359479462412508,0.03961091766226045,0.0016,44,2.8832560104086467,0.8513199302784327,0.993984379796796,1.0,0.75
mimic_perform_af_001,AF,1020.0,0.08388817327583202,0.1307429130009775,0.001955034213099005,0.00033946947939636805,0.030707021451905094,0.0016,45,2.861046816143111,1.1098678472298777,0.9964537244952911,0.9777777777777777,0.8000000000000002
mimic_perform_af_001,AF,1030.0,0.09359636500923531,0.14565004887585603,0.001955034213099005,0.00037136407864001725,0.03922088829944554,0.0021333333333333334,45,2.969995491286137,0.8560381214258403,0.9953763744976616,0.9777777777777777,0.8444444444444444
mimic_perform_af_001,AF,1040.0,0.09000047766203066,0.13587487781036206,0.001955034213099005,0.00040944033762934783,0.05279032508364467,0.0021333333333333334,45,2.91782829977984,0.9150769561836332,0.9958582401262377,1.0,0.8222222222222222
mimic_perform_af_001,AF,1050.0,0.09029401569489867,0.13489736070381197,0.001955034213099005,0.0006136923131739344,0.0705922266610777,0.0018666666666666666,47,2.809471721262366,1.110711035515814,0.9928932314661136,0.9787234042553191,0.8085106382978723
mimic_perform_af_001,AF,1060.0,0.08302862362650085,0.12585532746823047,0.0019550342130989495,0.0005780209648057747,0.07720215869877259,0.0018666666666666666,46,2.917654432973927,1.0901022149672843,0.9952983456671047,0.9782608695652174,0.782608695652174
mimic_perform_af_001,AF,1070.0,0.08373103100689606,0.13367546432062555,0.0019550342130989495,0.0005153672884705738,0.05215982839013826,0.0018666666666666666,47,3.0296804352641034,0.7825631168917773,0.9964828293644123,0.9574468085106383,0.8510638297872339
mimic_perform_af_001,AF,1080.0,0.08852699719881044,0.1405180840664707,0.001955034213099005,0.00047796551484303974,0.04672413580469845,0.0024,46,3.0189945751673095,0.7660213017601833,0.9962782846256721,0.9782608695652174,0.8666666666666667
mimic_perform_af_001,AF,1090.0,0.09751372995885972,0.14638318670576772,0.001955034213099005,0.000694933269058076,0.07406130467124666,0.0021333333333333334,46,2.9116843275376665,0.8935499076854061,0.9962990429254341,0.9782608695652174,0.8666666666666667
mimic_perform_af_001,AF,1100.0,0.09721429809935772,0.13489736070381197,0.0019550342130989495,0.000755031005051429,0.08848810408077384,0.0021333333333333334,45,2.7716908484323506,0.8721662357322417,0.9934133116638203,0.9777777777777777,0.7954545454545455
mimic_perform_af_001,AF,1110.0,0.08742416748459612,0.12316715542521894,0.0019550342130989495,0.0006583354000006367,0.05999856672210659,0.0029333333333333334,43,2.8015712584879626,0.6912484739043112,0.991250900513476,0.9534883720930233,0.735632183908046
mimic_perform_af_001,AF,1120.0,0.07584367076162214,0.11632453567937401,0.0019550342130989495,0.0005491215481311203,0.04383312338468122,0.0024,44,2.866101870343865,0.6525631046376992,0.9885467829721637,0.9772727272727273,0.7640449438202247
mimic_perform_af_001,AF,1130.0,0.06948131649958145,0.10752688172043001,0.001955034213098006,0.0005068412411467981,0.04583230786764969,0.0018666666666666666,44,2.964827231510529,1.0851452257320444,0.9922946633406908,0.9772727272727273,0.8089887640449439
mimic_perform_af_001,AF,1140.0,0.0677917990098378,0.10557184750733095,0.0019550342130989495,0.0005154856854386266,0.04332320634256315,0.0016,46,2.9160337267514445,1.1179088285315602,0.9890044212281236,1.0,0.8695652173913043
mimic_perform_af_001,AF,1150.0,0.06857179407095979,0.09970674486803499,0.001955034213098006,0.0006543315909227097,0.06777302572451173,0.0018666666666666666,46,2.815339365255543,1.2668810322903,0.9868965328788539,0.9782608695652174,0.8602150537634409
mimic_perform_af_001,AF,1160.0,0.0802935312259249,0.11632453567937406,0.0019550342130989495,0.0015250641506685389,0.18790094908762534,0.0026666666666666666,46,2.5827816931941876,1.4170879113503332,0.985908780338151,0.9347826086956522,0.7912087912087912
mimic_perform_af_001,AF,1170.0,0.08535902643600426,0.11730205278592298,0.001955034213099005,0.0020631796578489884,0.24115169484578006,0.0026666666666666666,45,2.4780969401867328,1.5767313072181732,0.9788258070663818,0.9555555555555556,0.8089887640449439
